Name	Group	Profile	Enabled	Action	Override	Program	Local Address	Remote Address	Protocol	Local Port	Remote Port	Authorized Computers	Authorized Local Principals	Local User Owner	PolicyAppId	Application Package	
Windows Collaboration Computer Name Registration Service (PNRP-Out)	Windows Collaboration Computer Name Registration Service	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Any	UDP	Any	3540	Any	Any	Any	None	Any	
Windows Collaboration Computer Name Registration Service (SSDP-Out)	Windows Collaboration Computer Name Registration Service	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	UDP	Any	1900	Any	Any	Any	None	Any	
Windows Default Lock Screen	Windows Default Lock Screen	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	Microsoft.LockApp_cw5n1h2txyewy	
Windows Defender SmartScreen	Windows Defender SmartScreen	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	Microsoft.Windows.Apprep.ChxApp_cw5n1h2txyewy	
Windows Device Management Certificate Installer (TCP out)	Windows Device Management	All	Yes	Allow	No	%SystemRoot%\system32\dmcertinst.exe	Any	Any	TCP	49152-65535	Any	Any	Any	Any	None	Any	
Windows Device Management Device Enroller (TCP out)	Windows Device Management	All	Yes	Allow	No	%SystemRoot%\system32\deviceenroller.exe	Any	Any	TCP	49152-65535	80, 443	Any	Any	Any	None	Any	
Windows Device Management Enrollment Service (TCP out)	Windows Device Management	All	Yes	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Any	TCP	49152-65535	Any	Any	Any	Any	None	Any	
Windows Device Management Sync Client (TCP out)	Windows Device Management	All	Yes	Allow	No	%SystemRoot%\system32\omadmclient.exe	Any	Any	TCP	49152-65535	Any	Any	Any	Any	None	Any	
Windows Feature Experience Pack	Windows Feature Experience Pack	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	MicrosoftWindows.Client.Photon_cw5n1h2txyewy	
Windows Feature Experience Pack	Windows Feature Experience Pack	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	MicrosoftWindows.Client.Core_cw5n1h2txyewy	
Windows Feature Experience Pack	Windows Feature Experience Pack	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	MicrosoftWindows.54792954.Filons_cw5n1h2txyewy	
Windows Feature Experience Pack	Windows Feature Experience Pack	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	MicrosoftWindows.Client.FileExp_cw5n1h2txyewy	
Windows Feature Experience Pack	Windows Feature Experience Pack	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	MicrosoftWindows.Client.OOBE_cw5n1h2txyewy	
Windows Feature Experience Pack	Windows Feature Experience Pack	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	MicrosoftWindows.Client.CBS_cw5n1h2txyewy	
Windows Management Instrumentation (WMI-Out)	Windows Management Instrumentation (WMI)	Private, Public	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	TCP	Any	Any	Any	Any	Any	None	Any	
Windows Management Instrumentation (WMI-Out)	Windows Management Instrumentation (WMI)	Domain	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Any	TCP	Any	Any	Any	Any	Any	None	Any	
Windows Media Player	Windows Media Player	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	DESKTOP-ALTMID0\Test	None	Microsoft.ZuneMusic_8wekyb3d8bbwe	
Windows Media Player (TCP-Out)	Windows Media Player	All	No	Allow	No	%ProgramFiles%\Windows Media Player\wmplayer.exe	Any	Any	TCP	Any	Any	Any	Any	Any	None	Any	
Windows Media Player (UDP-Out)	Windows Media Player	All	No	Allow	No	%ProgramFiles%\Windows Media Player\wmplayer.exe	Any	Any	UDP	Any	Any	Any	Any	Any	None	Any	
Windows Media Player x86 (TCP-Out)	Windows Media Player	All	No	Allow	No	%ProgramFiles(x86)%\Windows Media Player\wmplayer.exe	Any	Any	TCP	Any	Any	Any	Any	Any	None	Any	
Windows Media Player x86 (UDP-Out)	Windows Media Player	All	No	Allow	No	%ProgramFiles(x86)%\Windows Media Player\wmplayer.exe	Any	Any	UDP	Any	Any	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (HTTP-Streaming-Out)	Windows Media Player Network Sharing Service	Private, Public	No	Allow	No	System	Any	Local subnet	TCP	Any	10243	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (HTTP-Streaming-Out)	Windows Media Player Network Sharing Service	Domain	No	Allow	No	System	Any	Any	TCP	Any	10243	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (qWave-TCP-Out)	Windows Media Player Network Sharing Service	Domain	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Any	TCP	Any	2177	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (qWave-TCP-Out)	Windows Media Player Network Sharing Service	Private, Public	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	TCP	Any	2177	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (qWave-UDP-Out)	Windows Media Player Network Sharing Service	Private, Public	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	UDP	Any	2177	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (qWave-UDP-Out)	Windows Media Player Network Sharing Service	Domain	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Any	UDP	Any	2177	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (SSDP-Out)	Windows Media Player Network Sharing Service	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	UDP	Any	1900	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (Streaming-TCP-Out)	Windows Media Player Network Sharing Service	Private, Public	No	Allow	No	%PROGRAMFILES%\Windows Media Player\wmplayer.exe	Any	Local subnet	TCP	Any	Any	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (Streaming-TCP-Out)	Windows Media Player Network Sharing Service	Domain	No	Allow	No	%PROGRAMFILES%\Windows Media Player\wmplayer.exe	Any	Any	TCP	Any	Any	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (Streaming-UDP-Out)	Windows Media Player Network Sharing Service	Private, Public	No	Allow	No	%PROGRAMFILES%\Windows Media Player\wmplayer.exe	Any	Local subnet	UDP	Any	Any	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (Streaming-UDP-Out)	Windows Media Player Network Sharing Service	Domain	No	Allow	No	%PROGRAMFILES%\Windows Media Player\wmplayer.exe	Any	Any	UDP	Any	Any	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (TCP-Out)	Windows Media Player Network Sharing Service	Domain	No	Allow	No	%PROGRAMFILES%\Windows Media Player\wmpnetwk.exe	Any	Any	TCP	Any	Any	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (TCP-Out)	Windows Media Player Network Sharing Service	Private, Public	No	Allow	No	%PROGRAMFILES%\Windows Media Player\wmpnetwk.exe	Any	Local subnet	TCP	Any	Any	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (UDP-Out)	Windows Media Player Network Sharing Service	Domain	No	Allow	No	%PROGRAMFILES%\Windows Media Player\wmpnetwk.exe	Any	Any	UDP	Any	Any	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (UDP-Out)	Windows Media Player Network Sharing Service	Private, Public	No	Allow	No	%PROGRAMFILES%\Windows Media Player\wmpnetwk.exe	Any	Local subnet	UDP	Any	Any	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (UPnPHost-Out)	Windows Media Player Network Sharing Service	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	TCP	Any	Any	Any	Any	Any	None	Any	
Windows Media Player Network Sharing Service (UPnP-Out)	Windows Media Player Network Sharing Service	All	No	Allow	No	System	Any	Local subnet	TCP	Any	Any	Any	Any	Any	None	Any	
Windows Peer to Peer Collaboration Foundation (PNRP-Out)	Windows Peer to Peer Collaboration Foundation	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Any	UDP	Any	3540	Any	Any	Any	None	Any	
Windows Peer to Peer Collaboration Foundation (SSDP-Out)	Windows Peer to Peer Collaboration Foundation	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	UDP	Any	1900	Any	Any	Any	None	Any	
Windows Peer to Peer Collaboration Foundation (TCP-Out)	Windows Peer to Peer Collaboration Foundation	All	No	Allow	No	%SystemRoot%\system32\p2phost.exe	Any	Any	TCP	Any	Any	Any	Any	Any	None	Any	
Windows Peer to Peer Collaboration Foundation (WSD-Out)	Windows Peer to Peer Collaboration Foundation	All	No	Allow	No	%SystemRoot%\system32\p2phost.exe	Any	Local subnet	UDP	Any	3702	Any	Any	Any	None	Any	
Windows Print	Windows Print	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	Windows.PrintDialog_cw5n1h2txyewy	
Windows Shell Experience	Windows Shell Experience	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	Microsoft.Windows.PeopleExperienceHost_cw5n1h2txyewy	
Windows Terminal	Windows Terminal	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	DESKTOP-ALTMID0\Test	None	Microsoft.WindowsTerminal_8wekyb3d8bbwe	
Windows Web Experience Pack	Windows Web Experience Pack	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	DESKTOP-ALTMID0\defaultuser0	None	MicrosoftWindows.Client.WebExperience_cw5n1h2txyewy	
Wireless Display (TCP-Out)	Wireless Display	All	Yes	Allow	No	%systemroot%\system32\WUDFHost.exe	Any	Any	TCP	Any	Any	Any	NT AUTHORITY\USER MODE DRIVERS	Any	None	Any	
Wireless Display (UDP-Out)	Wireless Display	All	Yes	Allow	No	%systemroot%\system32\WUDFHost.exe	Any	Any	UDP	Any	Any	Any	NT AUTHORITY\USER MODE DRIVERS	Any	None	Any	
Wireless Portable Devices (SSDP-Out)	Wireless Portable Devices	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	UDP	Any	1900	Any	Any	Any	None	Any	
Wireless Portable Devices (TCP-Out)	Wireless Portable Devices	Domain	No	Allow	No	%SystemRoot%\system32\wudfhost.exe	Any	Any	TCP	Any	15740	Any	Any	Any	None	Any	
Wireless Portable Devices (TCP-Out)	Wireless Portable Devices	Private, Public	No	Allow	No	%SystemRoot%\system32\wudfhost.exe	Any	Local subnet	TCP	Any	15740	Any	Any	Any	None	Any	
Wireless Portable Devices (UPnPHost-Out)	Wireless Portable Devices	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	TCP	Any	2869	Any	Any	Any	None	Any	
Wireless Portable Devices (UPnP-Out)	Wireless Portable Devices	All	No	Allow	No	%SystemRoot%\system32\svchost.exe	Any	Local subnet	TCP	Any	2869	Any	Any	Any	None	Any	
WFD ASP Coordination Protocol (UDP-Out)	WLAN Service - WFD Application Services Platform Coordination Protocol (Uses UDP)	All	Yes	Allow	No	%systemroot%\system32\svchost.exe	Any	Local subnet	UDP	7235	7235	Any	Any	Any	None	Any	
WFD Driver-only (TCP-Out)	WLAN Service - WFD Services Kernel Mode Driver Rules	All	Yes	Allow	No	System	Any	Any	TCP	Any	Any	Any	Any	Any	None	Any	
WFD Driver-only (UDP-Out)	WLAN Service - WFD Services Kernel Mode Driver Rules	All	Yes	Allow	No	System	Any	Any	UDP	Any	Any	Any	Any	Any	None	Any	
Work or school account	Work or school account	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	Microsoft.AAD.BrokerPlugin_cw5n1h2txyewy	
Xbox Game UI	Xbox Game UI	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	Microsoft.XboxGameCallableUI_cw5n1h2txyewy	
Xbox Identity Provider	Xbox Identity Provider	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	DESKTOP-ALTMID0\Test	None	Microsoft.XboxIdentityProvider_8wekyb3d8bbwe	
Your account	Your account	All	Yes	Allow	No	Any	Any	Any	Any	Any	Any	Any	Any	NT AUTHORITY\SYSTEM	None	Microsoft.Windows.CloudExperienceHost_cw5n1h2txyewy	
